           #Time            Temp             Kin       Potencial           E_tot        Pressure
  0.18566850E+00  0.29591257E+03  0.36905300E+01  0.88685661E+00  0.45773866E+01  0.20538599E+09
  0.18640821E+00  0.30397018E+03  0.37910220E+01  0.88295786E+00  0.46739798E+01  0.20538599E+09
  0.18714793E+00  0.29792481E+03  0.37156260E+01  0.88290834E+00  0.45985343E+01  0.20538599E+09
  0.18788764E+00  0.30556960E+03  0.38109695E+01  0.84905345E+00  0.46600229E+01  0.20538599E+09
  0.18862736E+00  0.29799289E+03  0.37164751E+01  0.83450613E+00  0.45509813E+01  0.20538599E+09
  0.18936707E+00  0.30508199E+03  0.38048881E+01  0.87619432E+00  0.46810825E+01  0.20538599E+09
  0.19010679E+00  0.30213603E+03  0.37681470E+01  0.84652227E+00  0.46146693E+01  0.20538599E+09
  0.19084650E+00  0.29792232E+03  0.37155949E+01  0.84913667E+00  0.45647316E+01  0.20538599E+09
  0.19158622E+00  0.30566440E+03  0.38121518E+01  0.88623214E+00  0.46983840E+01  0.20538599E+09
  0.19232594E+00  0.29431295E+03  0.36705801E+01  0.88296384E+00  0.45535439E+01  0.20538599E+09
  0.19306565E+00  0.29581273E+03  0.36892849E+01  0.88718670E+00  0.45764716E+01  0.20538599E+09
  0.19380537E+00  0.30120720E+03  0.37565630E+01  0.89148433E+00  0.46480473E+01  0.20538599E+09
  0.19454508E+00  0.29667593E+03  0.37000504E+01  0.87666398E+00  0.45767144E+01  0.20538599E+09
  0.19528480E+00  0.29654781E+03  0.36984526E+01  0.85581020E+00  0.45542628E+01  0.20538599E+09
  0.19602451E+00  0.29869534E+03  0.37252358E+01  0.83289379E+00  0.45581296E+01  0.20538599E+09
  0.19676423E+00  0.30093534E+03  0.37531724E+01  0.82550131E+00  0.45786737E+01  0.20538599E+09
  0.19750394E+00  0.29931323E+03  0.37329420E+01  0.87696340E+00  0.46099054E+01  0.20538599E+09
  0.19824366E+00  0.30451679E+03  0.37978392E+01  0.85316361E+00  0.46510028E+01  0.20538599E+09
  0.19898337E+00  0.30653681E+03  0.38230322E+01  0.85843799E+00  0.46814702E+01  0.20538599E+09
  0.19972309E+00  0.30562397E+03  0.38116476E+01  0.85542033E+00  0.46670679E+01  0.20538599E+09
  0.20046280E+00  0.30003705E+03  0.37419692E+01  0.89647890E+00  0.46384481E+01  0.20538599E+09
  0.20120252E+00  0.29405980E+03  0.36674228E+01  0.86144168E+00  0.45288645E+01  0.20538599E+09
  0.20194223E+00  0.29823567E+03  0.37195030E+01  0.84502820E+00  0.45645312E+01  0.20538599E+09
  0.20268195E+00  0.30550460E+03  0.38101588E+01  0.84720847E+00  0.46573673E+01  0.20538599E+09
  0.20342166E+00  0.29554184E+03  0.36859064E+01  0.85830318E+00  0.45442096E+01  0.20538599E+09
  0.20416138E+00  0.30314207E+03  0.37806941E+01  0.85389710E+00  0.46345913E+01  0.20538599E+09
  0.20490109E+00  0.29824578E+03  0.37196290E+01  0.88294059E+00  0.46025696E+01  0.20538599E+09
  0.20564081E+00  0.30574480E+03  0.38131545E+01  0.87870777E+00  0.46918623E+01  0.20538599E+09
  0.20638052E+00  0.30544083E+03  0.38093636E+01  0.86619417E+00  0.46755577E+01  0.20538599E+09
  0.20712024E+00  0.29805742E+03  0.37172799E+01  0.87883052E+00  0.45961105E+01  0.20538599E+09
  0.20785995E+00  0.29643728E+03  0.36970740E+01  0.87492938E+00  0.45720034E+01  0.20538599E+09
  0.20859967E+00  0.30387705E+03  0.37898605E+01  0.85738701E+00  0.46472475E+01  0.20538599E+09
  0.20933938E+00  0.30283991E+03  0.37769257E+01  0.86546552E+00  0.46423912E+01  0.20538599E+09
  0.21007910E+00  0.29369235E+03  0.36628401E+01  0.87042976E+00  0.45332698E+01  0.20538599E+09
  0.21081881E+00  0.30212484E+03  0.37680076E+01  0.89318940E+00  0.46611969E+01  0.20538599E+09
  0.21155853E+00  0.31030182E+03  0.38699882E+01  0.90396901E+00  0.47739572E+01  0.20538599E+09
  0.21229824E+00  0.30020750E+03  0.37440950E+01  0.89079874E+00  0.46348937E+01  0.20538599E+09
  0.21303796E+00  0.29636233E+03  0.36961392E+01  0.92623311E+00  0.46223723E+01  0.20538599E+09
  0.21377767E+00  0.29221224E+03  0.36443806E+01  0.86065992E+00  0.45050405E+01  0.20538599E+09
  0.21451739E+00  0.29982452E+03  0.37393186E+01  0.86112740E+00  0.46004460E+01  0.20538599E+09
  0.21525710E+00  0.30126703E+03  0.37573091E+01  0.87342411E+00  0.46307333E+01  0.20538599E+09
  0.21599682E+00  0.30160405E+03  0.37615123E+01  0.86842543E+00  0.46299378E+01  0.20538599E+09
  0.21673653E+00  0.30044532E+03  0.37470611E+01  0.86368530E+00  0.46107464E+01  0.20538599E+09
  0.21747625E+00  0.29746027E+03  0.37098325E+01  0.84720573E+00  0.45570382E+01  0.20538599E+09
  0.21821596E+00  0.29669846E+03  0.37003314E+01  0.85866373E+00  0.45589951E+01  0.20538599E+09
  0.21895568E+00  0.29961322E+03  0.37366834E+01  0.83375573E+00  0.45704391E+01  0.20538599E+09
  0.21969540E+00  0.30531947E+03  0.38078499E+01  0.79293065E+00  0.46007805E+01  0.20538599E+09
  0.22043511E+00  0.29185470E+03  0.36399215E+01  0.86373874E+00  0.45036602E+01  0.20538599E+09
  0.22117483E+00  0.30040840E+03  0.37466006E+01  0.85896225E+00  0.46055628E+01  0.20538599E+09
  0.22191454E+00  0.30269695E+03  0.37751426E+01  0.88823819E+00  0.46633808E+01  0.20538599E+09
  0.22265426E+00  0.29918433E+03  0.37313344E+01  0.85388765E+00  0.45852220E+01  0.20538599E+09
  0.22339397E+00  0.30063373E+03  0.37494108E+01  0.85887113E+00  0.46082819E+01  0.20538599E+09
  0.22413369E+00  0.31074140E+03  0.38754706E+01  0.87890081E+00  0.47543714E+01  0.20538599E+09
  0.22487340E+00  0.30033767E+03  0.37457185E+01  0.85771746E+00  0.46034360E+01  0.20538599E+09
  0.22561312E+00  0.29766222E+03  0.37123510E+01  0.85309564E+00  0.45654467E+01  0.20538599E+09
  0.22635283E+00  0.30163794E+03  0.37619351E+01  0.85834598E+00  0.46202810E+01  0.20538599E+09
  0.22709255E+00  0.30186732E+03  0.37647958E+01  0.83172659E+00  0.45965224E+01  0.20538599E+09
  0.22783226E+00  0.30335229E+03  0.37833159E+01  0.85736088E+00  0.46406768E+01  0.20538599E+09
  0.22857198E+00  0.30295776E+03  0.37783954E+01  0.83141800E+00  0.46098134E+01  0.20538599E+09
  0.22931169E+00  0.29805785E+03  0.37172853E+01  0.85811246E+00  0.45753978E+01  0.20538599E+09
  0.23005141E+00  0.30191809E+03  0.37654290E+01  0.79971359E+00  0.45651426E+01  0.20538599E+09
  0.23079112E+00  0.29585351E+03  0.36897934E+01  0.84295998E+00  0.45327534E+01  0.20538599E+09
  0.23153084E+00  0.29473936E+03  0.36758981E+01  0.82909044E+00  0.45049885E+01  0.20538599E+09
  0.23227055E+00  0.29636595E+03  0.36961844E+01  0.83203867E+00  0.45282231E+01  0.20538599E+09
  0.23301027E+00  0.29616778E+03  0.36937129E+01  0.85905205E+00  0.45527649E+01  0.20538599E+09
  0.23374998E+00  0.30024224E+03  0.37445283E+01  0.83314801E+00  0.45776763E+01  0.20538599E+09
  0.23448970E+00  0.29416549E+03  0.36687409E+01  0.82161164E+00  0.44903525E+01  0.20538599E+09
  0.23522941E+00  0.29632363E+03  0.36956567E+01  0.83845724E+00  0.45341139E+01  0.20538599E+09
  0.23596913E+00  0.29991718E+03  0.37404743E+01  0.86191126E+00  0.46023855E+01  0.20538599E+09
  0.23670884E+00  0.30359298E+03  0.37863177E+01  0.84749092E+00  0.46338086E+01  0.20538599E+09
  0.23744856E+00  0.30478497E+03  0.38011838E+01  0.85355689E+00  0.46547407E+01  0.20538599E+09
  0.23818827E+00  0.30055831E+03  0.37484703E+01  0.87016189E+00  0.46186322E+01  0.20538599E+09
  0.23892799E+00  0.29974108E+03  0.37382780E+01  0.82659387E+00  0.45648719E+01  0.20538599E+09
  0.23966770E+00  0.30116610E+03  0.37560504E+01  0.83558557E+00  0.45916360E+01  0.20538599E+09
  0.24040742E+00  0.29985211E+03  0.37396627E+01  0.82378672E+00  0.45634494E+01  0.20538599E+09
  0.24114713E+00  0.29704657E+03  0.37046729E+01  0.84836272E+00  0.45530356E+01  0.20538599E+09
  0.24188685E+00  0.29939966E+03  0.37340199E+01  0.86362518E+00  0.45976451E+01  0.20538599E+09
  0.24262656E+00  0.29311654E+03  0.36556587E+01  0.83454230E+00  0.44902010E+01  0.20538599E+09
  0.24336628E+00  0.29552301E+03  0.36856715E+01  0.85487408E+00  0.45405456E+01  0.20538599E+09
  0.24410599E+00  0.30334991E+03  0.37832862E+01  0.83039826E+00  0.46136844E+01  0.20538599E+09
  0.24484571E+00  0.30501719E+03  0.38040800E+01  0.85963611E+00  0.46637161E+01  0.20538599E+09
  0.24558542E+00  0.30715571E+03  0.38307510E+01  0.87137763E+00  0.47021287E+01  0.20538599E+09
  0.24632514E+00  0.30594018E+03  0.38155913E+01  0.86180180E+00  0.46773931E+01  0.20538599E+09
  0.24706486E+00  0.30063501E+03  0.37494268E+01  0.87194594E+00  0.46213727E+01  0.20538599E+09
  0.24780457E+00  0.29997337E+03  0.37411750E+01  0.83280848E+00  0.45739835E+01  0.20538599E+09
  0.24854429E+00  0.30658035E+03  0.38235752E+01  0.83946031E+00  0.46630356E+01  0.20538599E+09
  0.24928400E+00  0.29571004E+03  0.36880041E+01  0.83819899E+00  0.45262031E+01  0.20538599E+09
  0.25002372E+00  0.29487258E+03  0.36775596E+01  0.85854547E+00  0.45361050E+01  0.20538599E+09
  0.25076343E+00  0.30092173E+03  0.37530027E+01  0.85109390E+00  0.46040966E+01  0.20538599E+09
  0.25150315E+00  0.29716003E+03  0.37060880E+01  0.81870790E+00  0.45247959E+01  0.20538599E+09
  0.25224286E+00  0.29636716E+03  0.36961995E+01  0.84876270E+00  0.45449622E+01  0.20538599E+09
  0.25298258E+00  0.29700191E+03  0.37041159E+01  0.82877622E+00  0.45328921E+01  0.20538599E+09
  0.25372229E+00  0.30224484E+03  0.37695041E+01  0.84286481E+00  0.46123689E+01  0.20538599E+09
  0.25446201E+00  0.30297270E+03  0.37785818E+01  0.86419482E+00  0.46427766E+01  0.20538599E+09
  0.25520172E+00  0.30085412E+03  0.37521595E+01  0.87445541E+00  0.46266149E+01  0.20538599E+09
  0.25594144E+00  0.29864613E+03  0.37246222E+01  0.79911632E+00  0.45237385E+01  0.20538599E+09
  0.25668115E+00  0.30249636E+03  0.37726410E+01  0.84342855E+00  0.46160696E+01  0.20538599E+09
  0.25742087E+00  0.28593281E+03  0.35660655E+01  0.86037934E+00  0.44264449E+01  0.20538599E+09
  0.25816058E+00  0.30152026E+03  0.37604674E+01  0.80512747E+00  0.45655949E+01  0.20538599E+09
  0.25890030E+00  0.29837586E+03  0.37212514E+01  0.80215132E+00  0.45234027E+01  0.20538599E+09
  0.25964001E+00  0.30130158E+03  0.37577401E+01  0.83090591E+00  0.45886460E+01  0.20538599E+09
  0.26037973E+00  0.29803393E+03  0.37169869E+01  0.81254884E+00  0.45295357E+01  0.20538599E+09
  0.26111944E+00  0.29490238E+03  0.36779312E+01  0.86828859E+00  0.45462198E+01  0.20538599E+09
  0.26185916E+00  0.29893504E+03  0.37282254E+01  0.84430972E+00  0.45725351E+01  0.20538599E+09
  0.26259887E+00  0.29643047E+03  0.36969890E+01  0.83622787E+00  0.45332169E+01  0.20538599E+09
  0.26333859E+00  0.29999596E+03  0.37414567E+01  0.83705354E+00  0.45785103E+01  0.20538599E+09
  0.26407830E+00  0.30655236E+03  0.38232262E+01  0.81265375E+00  0.46358800E+01  0.20538599E+09
  0.26481802E+00  0.29607229E+03  0.36925220E+01  0.82254516E+00  0.45150671E+01  0.20538599E+09
  0.26555773E+00  0.29674523E+03  0.37009147E+01  0.87302360E+00  0.45739383E+01  0.20538599E+09
  0.26629745E+00  0.29793062E+03  0.37156984E+01  0.85546304E+00  0.45711615E+01  0.20538599E+09
  0.26703716E+00  0.30473836E+03  0.38006025E+01  0.85838110E+00  0.46589836E+01  0.20538599E+09
  0.26777688E+00  0.30381141E+03  0.37890419E+01  0.81388626E+00  0.46029282E+01  0.20538599E+09
  0.26851659E+00  0.29277158E+03  0.36513566E+01  0.87117232E+00  0.45225289E+01  0.20538599E+09
  0.26925631E+00  0.29717183E+03  0.37062351E+01  0.84797627E+00  0.45542113E+01  0.20538599E+09
  0.26999602E+00  0.30510617E+03  0.38051897E+01  0.85938246E+00  0.46645721E+01  0.20538599E+09
  0.27073574E+00  0.30741665E+03  0.38340054E+01  0.87596821E+00  0.47099736E+01  0.20538599E+09
  0.27147545E+00  0.30067571E+03  0.37499344E+01  0.90162807E+00  0.46515625E+01  0.20538599E+09
  0.27221517E+00  0.29517743E+03  0.36813615E+01  0.87244502E+00  0.45538065E+01  0.20538599E+09
  0.27295488E+00  0.30268931E+03  0.37750474E+01  0.84764767E+00  0.46226951E+01  0.20538599E+09
  0.27369460E+00  0.30627546E+03  0.38197727E+01  0.83600723E+00  0.46557799E+01  0.20538599E+09
  0.27443432E+00  0.29010765E+03  0.36181328E+01  0.85886687E+00  0.44769997E+01  0.20538599E+09
  0.27517403E+00  0.30515699E+03  0.38058235E+01  0.89525213E+00  0.47010757E+01  0.20538599E+09
  0.27591375E+00  0.29219210E+03  0.36441294E+01  0.85381732E+00  0.44979467E+01  0.20538599E+09
  0.27665346E+00  0.29825572E+03  0.37197530E+01  0.87398216E+00  0.45937352E+01  0.20538599E+09
  0.27739318E+00  0.29600703E+03  0.36917080E+01  0.84535216E+00  0.45370602E+01  0.20538599E+09
  0.27813289E+00  0.30120272E+03  0.37565071E+01  0.84393167E+00  0.46004388E+01  0.20538599E+09
  0.27887261E+00  0.30203458E+03  0.37668819E+01  0.84184194E+00  0.46087238E+01  0.20538599E+09
  0.27961232E+00  0.29945032E+03  0.37346518E+01  0.80233874E+00  0.45369905E+01  0.20538599E+09
  0.28035204E+00  0.30339623E+03  0.37838639E+01  0.83247011E+00  0.46163340E+01  0.20538599E+09
  0.28109175E+00  0.29215664E+03  0.36436872E+01  0.80742075E+00  0.44511079E+01  0.20538599E+09
  0.28183147E+00  0.29503099E+03  0.36795352E+01  0.80360716E+00  0.44831423E+01  0.20538599E+09
  0.28257118E+00  0.29526541E+03  0.36824589E+01  0.84645661E+00  0.45289155E+01  0.20538599E+09
  0.28331090E+00  0.29743178E+03  0.37094771E+01  0.83209933E+00  0.45415764E+01  0.20538599E+09
  0.28405061E+00  0.30006377E+03  0.37423024E+01  0.82107126E+00  0.45633737E+01  0.20538599E+09
  0.28479033E+00  0.29369702E+03  0.36628983E+01  0.84574098E+00  0.45086393E+01  0.20538599E+09
  0.28553004E+00  0.29472922E+03  0.36757717E+01  0.84645808E+00  0.45222297E+01  0.20538599E+09
  0.28626976E+00  0.29236894E+03  0.36463349E+01  0.87050998E+00  0.45168449E+01  0.20538599E+09
  0.28700947E+00  0.29947697E+03  0.37349841E+01  0.85585862E+00  0.45908427E+01  0.20538599E+09
  0.28774919E+00  0.28947650E+03  0.36102613E+01  0.87655563E+00  0.44868170E+01  0.20538599E+09
  0.28848890E+00  0.30301892E+03  0.37791582E+01  0.86066922E+00  0.46398274E+01  0.20538599E+09
  0.28922862E+00  0.29363157E+03  0.36620820E+01  0.82812623E+00  0.44902083E+01  0.20538599E+09
  0.28996833E+00  0.29344017E+03  0.36596950E+01  0.85033603E+00  0.45100310E+01  0.20538599E+09
  0.29070805E+00  0.29604467E+03  0.36921775E+01  0.87047991E+00  0.45626575E+01  0.20538599E+09
  0.29144776E+00  0.30500297E+03  0.38039027E+01  0.80397854E+00  0.46078812E+01  0.20538599E+09
  0.29218748E+00  0.30550196E+03  0.38101259E+01  0.82271927E+00  0.46328452E+01  0.20538599E+09
  0.29292719E+00  0.30030191E+03  0.37452725E+01  0.84044732E+00  0.45857198E+01  0.20538599E+09
  0.29366691E+00  0.29877611E+03  0.37262432E+01  0.84450613E+00  0.45707493E+01  0.20538599E+09
  0.29440662E+00  0.29889377E+03  0.37277106E+01  0.82827130E+00  0.45559819E+01  0.20538599E+09
  0.29514634E+00  0.30349881E+03  0.37851432E+01  0.82435586E+00  0.46094991E+01  0.20538599E+09
  0.29588605E+00  0.30427887E+03  0.37948719E+01  0.84864931E+00  0.46435212E+01  0.20538599E+09
  0.29662577E+00  0.30191013E+03  0.37653298E+01  0.82802678E+00  0.45933566E+01  0.20538599E+09
  0.29736548E+00  0.30113807E+03  0.37557008E+01  0.82329463E+00  0.45789954E+01  0.20538599E+09
  0.29810520E+00  0.30653982E+03  0.38230698E+01  0.85769535E+00  0.46807651E+01  0.20538599E+09
  0.29884491E+00  0.29793507E+03  0.37157540E+01  0.86814474E+00  0.45838987E+01  0.20538599E+09
  0.29958463E+00  0.29990785E+03  0.37403579E+01  0.83838458E+00  0.45787424E+01  0.20538599E+09
  0.30032434E+00  0.29759882E+03  0.37115604E+01  0.83684994E+00  0.45484103E+01  0.20538599E+09
  0.30106406E+00  0.29729545E+03  0.37077769E+01  0.85937173E+00  0.45671486E+01  0.20538599E+09
  0.30180378E+00  0.30398963E+03  0.37912645E+01  0.85001394E+00  0.46412785E+01  0.20538599E+09
  0.30254349E+00  0.30125721E+03  0.37571867E+01  0.82985799E+00  0.45870447E+01  0.20538599E+09
  0.30328321E+00  0.29984430E+03  0.37395653E+01  0.84034535E+00  0.45799106E+01  0.20538599E+09
  0.30402292E+00  0.29751544E+03  0.37105205E+01  0.82559947E+00  0.45361200E+01  0.20538599E+09
  0.30476264E+00  0.29822255E+03  0.37193393E+01  0.84167419E+00  0.45610135E+01  0.20538599E+09
  0.30550235E+00  0.29700333E+03  0.37041336E+01  0.82200575E+00  0.45261394E+01  0.20538599E+09
  0.30624207E+00  0.29781600E+03  0.37142690E+01  0.84432044E+00  0.45585895E+01  0.20538599E+09
  0.30698178E+00  0.30502893E+03  0.38042265E+01  0.86270961E+00  0.46669361E+01  0.20538599E+09
  0.30772150E+00  0.29504491E+03  0.36797088E+01  0.85349394E+00  0.45332027E+01  0.20538599E+09
  0.30846121E+00  0.30050945E+03  0.37478609E+01  0.82462102E+00  0.45724819E+01  0.20538599E+09
  0.30920093E+00  0.30379851E+03  0.37888809E+01  0.87032982E+00  0.46592108E+01  0.20538599E+09
  0.30994064E+00  0.30561086E+03  0.38114840E+01  0.87839393E+00  0.46898780E+01  0.20538599E+09
  0.31068036E+00  0.30045002E+03  0.37471197E+01  0.84975452E+00  0.45968742E+01  0.20538599E+09
  0.31142007E+00  0.29706468E+03  0.37048987E+01  0.83850797E+00  0.45434067E+01  0.20538599E+09
  0.31215979E+00  0.30145451E+03  0.37596473E+01  0.82595809E+00  0.45856054E+01  0.20538599E+09
  0.31289950E+00  0.29605942E+03  0.36923614E+01  0.83645222E+00  0.45288137E+01  0.20538599E+09
  0.31363922E+00  0.29673541E+03  0.37007922E+01  0.78401574E+00  0.44848080E+01  0.20538599E+09
  0.31437893E+00  0.29616003E+03  0.36936163E+01  0.81582615E+00  0.45094424E+01  0.20538599E+09
  0.31511865E+00  0.29518810E+03  0.36814946E+01  0.82939173E+00  0.45108864E+01  0.20538599E+09
  0.31585836E+00  0.30223539E+03  0.37693863E+01  0.84064775E+00  0.46100340E+01  0.20538599E+09
  0.31659808E+00  0.30104507E+03  0.37545410E+01  0.87602743E+00  0.46305684E+01  0.20538599E+09
  0.31733779E+00  0.30672516E+03  0.38253813E+01  0.82613360E+00  0.46515149E+01  0.20538599E+09
  0.31807751E+00  0.30050195E+03  0.37477673E+01  0.85676192E+00  0.46045293E+01  0.20538599E+09
  0.31881722E+00  0.30002859E+03  0.37418637E+01  0.84306758E+00  0.45849313E+01  0.20538599E+09
  0.31955694E+00  0.30137209E+03  0.37586195E+01  0.85504666E+00  0.46136661E+01  0.20538599E+09
  0.32029665E+00  0.29341166E+03  0.36593394E+01  0.84810183E+00  0.45074412E+01  0.20538599E+09
  0.32103637E+00  0.29447790E+03  0.36726372E+01  0.80859375E+00  0.44812310E+01  0.20538599E+09
  0.32177608E+00  0.29749857E+03  0.37103100E+01  0.86421571E+00  0.45745257E+01  0.20538599E+09
  0.32251580E+00  0.29866089E+03  0.37248062E+01  0.88433176E+00  0.46091379E+01  0.20538599E+09
  0.32325551E+00  0.29980739E+03  0.37391050E+01  0.87893343E+00  0.46180384E+01  0.20538599E+09
  0.32399523E+00  0.30244271E+03  0.37719719E+01  0.86311913E+00  0.46350910E+01  0.20538599E+09
  0.32473494E+00  0.30565854E+03  0.38120787E+01  0.87589171E+00  0.46879705E+01  0.20538599E+09
  0.32547466E+00  0.29224832E+03  0.36448307E+01  0.85685134E+00  0.45016820E+01  0.20538599E+09
  0.32621437E+00  0.30214195E+03  0.37682209E+01  0.86403375E+00  0.46322546E+01  0.20538599E+09
  0.32695409E+00  0.30857917E+03  0.38485040E+01  0.86014524E+00  0.47086492E+01  0.20538599E+09
  0.32769380E+00  0.30367064E+03  0.37872863E+01  0.86942343E+00  0.46567097E+01  0.20538599E+09
  0.32843352E+00  0.29565473E+03  0.36873143E+01  0.87217503E+00  0.45594894E+01  0.20538599E+09
  0.32917324E+00  0.28674725E+03  0.35762230E+01  0.86744648E+00  0.44436694E+01  0.20538599E+09
  0.32991295E+00  0.30331390E+03  0.37828371E+01  0.81686628E+00  0.45997033E+01  0.20538599E+09
  0.33065267E+00  0.29869418E+03  0.37252214E+01  0.85712058E+00  0.45823420E+01  0.20538599E+09
  0.33139238E+00  0.30062963E+03  0.37493598E+01  0.85636584E+00  0.46057256E+01  0.20538599E+09
  0.33213210E+00  0.29637484E+03  0.36962953E+01  0.85501555E+00  0.45513109E+01  0.20538599E+09
  0.33287181E+00  0.30149723E+03  0.37601801E+01  0.86057591E+00  0.46207561E+01  0.20538599E+09
  0.33361153E+00  0.29816335E+03  0.37186010E+01  0.83383144E+00  0.45524325E+01  0.20538599E+09
  0.33435124E+00  0.29725787E+03  0.37073082E+01  0.83833567E+00  0.45456439E+01  0.20538599E+09
  0.33509096E+00  0.29874805E+03  0.37258933E+01  0.85328666E+00  0.45791799E+01  0.20538599E+09
  0.33583067E+00  0.30003603E+03  0.37419565E+01  0.87990734E+00  0.46218639E+01  0.20538599E+09
  0.33657039E+00  0.29688877E+03  0.37027049E+01  0.85126086E+00  0.45539657E+01  0.20538599E+09
  0.33731010E+00  0.29399566E+03  0.36666228E+01  0.86634838E+00  0.45329712E+01  0.20538599E+09
  0.33804982E+00  0.30108387E+03  0.37550249E+01  0.85392157E+00  0.46089465E+01  0.20538599E+09
  0.33878953E+00  0.29748267E+03  0.37101119E+01  0.86503981E+00  0.45751517E+01  0.20538599E+09
  0.33952925E+00  0.29509864E+03  0.36803789E+01  0.84921303E+00  0.45295919E+01  0.20538599E+09
  0.34026896E+00  0.29362411E+03  0.36619891E+01  0.84686314E+00  0.45088522E+01  0.20538599E+09
  0.34100868E+00  0.30342708E+03  0.37842487E+01  0.84487705E+00  0.46291257E+01  0.20538599E+09
  0.34174839E+00  0.30375529E+03  0.37883420E+01  0.84336702E+00  0.46317090E+01  0.20538599E+09
  0.34248811E+00  0.30013380E+03  0.37431758E+01  0.85610664E+00  0.45992825E+01  0.20538599E+09
  0.34322782E+00  0.29886391E+03  0.37273381E+01  0.84698207E+00  0.45743202E+01  0.20538599E+09
  0.34396754E+00  0.30151568E+03  0.37604102E+01  0.83977007E+00  0.46001803E+01  0.20538599E+09
  0.34470725E+00  0.29702768E+03  0.37044373E+01  0.83552659E+00  0.45399639E+01  0.20538599E+09
  0.34544697E+00  0.30302297E+03  0.37792088E+01  0.80040900E+00  0.45796178E+01  0.20538599E+09
  0.34618668E+00  0.29853485E+03  0.37232342E+01  0.81480696E+00  0.45380412E+01  0.20538599E+09
  0.34692640E+00  0.29916403E+03  0.37310812E+01  0.80159793E+00  0.45326791E+01  0.20538599E+09
  0.34766611E+00  0.30066723E+03  0.37498286E+01  0.79948810E+00  0.45493167E+01  0.20538599E+09
  0.34840583E+00  0.30143230E+03  0.37593704E+01  0.79755175E+00  0.45569221E+01  0.20538599E+09
  0.34914554E+00  0.30187749E+03  0.37649226E+01  0.83196107E+00  0.45968837E+01  0.20538599E+09
  0.34988526E+00  0.29874101E+03  0.37258054E+01  0.80658580E+00  0.45323912E+01  0.20538599E+09
  0.35062497E+00  0.30212094E+03  0.37679589E+01  0.79995558E+00  0.45679145E+01  0.20538599E+09
  0.35136469E+00  0.29626282E+03  0.36948982E+01  0.79991432E+00  0.44948125E+01  0.20538599E+09
  0.35210440E+00  0.30146831E+03  0.37598194E+01  0.79665803E+00  0.45564774E+01  0.20538599E+09
  0.35284412E+00  0.29602056E+03  0.36918768E+01  0.80845597E+00  0.45003327E+01  0.20538599E+09
  0.35358383E+00  0.29966336E+03  0.37373087E+01  0.82043649E+00  0.45577452E+01  0.20538599E+09
  0.35432355E+00  0.30226364E+03  0.37697386E+01  0.83522040E+00  0.46049590E+01  0.20538599E+09
  0.35506326E+00  0.30460817E+03  0.37989788E+01  0.82709513E+00  0.46260740E+01  0.20538599E+09
  0.35580298E+00  0.30520750E+03  0.38064535E+01  0.81138840E+00  0.46178419E+01  0.20538599E+09
  0.35654270E+00  0.30709950E+03  0.38300500E+01  0.82446951E+00  0.46545195E+01  0.20538599E+09
  0.35728241E+00  0.30158389E+03  0.37612610E+01  0.82761148E+00  0.45888725E+01  0.20538599E+09
  0.35802213E+00  0.30177949E+03  0.37637004E+01  0.85108386E+00  0.46147843E+01  0.20538599E+09
  0.35876184E+00  0.30026296E+03  0.37447867E+01  0.85801174E+00  0.46027984E+01  0.20538599E+09
  0.35950156E+00  0.30232124E+03  0.37704569E+01  0.82036658E+00  0.45908235E+01  0.20538599E+09
  0.36024127E+00  0.30095046E+03  0.37533609E+01  0.81878341E+00  0.45721444E+01  0.20538599E+09
  0.36098099E+00  0.29991464E+03  0.37404426E+01  0.84996351E+00  0.45904061E+01  0.20538599E+09
  0.36172070E+00  0.29681049E+03  0.37017286E+01  0.86131109E+00  0.45630396E+01  0.20538599E+09
  0.36246042E+00  0.30310828E+03  0.37802727E+01  0.84896794E+00  0.46292406E+01  0.20538599E+09
  0.36320013E+00  0.30235359E+03  0.37708604E+01  0.85162392E+00  0.46224844E+01  0.20538599E+09
  0.36393985E+00  0.30036522E+03  0.37460621E+01  0.83829456E+00  0.45843567E+01  0.20538599E+09
  0.36467956E+00  0.30171718E+03  0.37629234E+01  0.86388013E+00  0.46268035E+01  0.20538599E+09
  0.36541928E+00  0.29896041E+03  0.37285418E+01  0.84997017E+00  0.45785119E+01  0.20538599E+09
  0.36615899E+00  0.29877569E+03  0.37262379E+01  0.83181028E+00  0.45580482E+01  0.20538599E+09
  0.36689871E+00  0.29275486E+03  0.36511480E+01  0.86586250E+00  0.45170105E+01  0.20538599E+09
  0.36763842E+00  0.30210576E+03  0.37677695E+01  0.87805980E+00  0.46458293E+01  0.20538599E+09
  0.36837814E+00  0.30204373E+03  0.37669959E+01  0.82803772E+00  0.45950336E+01  0.20538599E+09
  0.36911785E+00  0.29455047E+03  0.36735423E+01  0.81927524E+00  0.44928175E+01  0.20538599E+09
  0.36985757E+00  0.30238527E+03  0.37712555E+01  0.83390822E+00  0.46051637E+01  0.20538599E+09
  0.37059728E+00  0.30193075E+03  0.37655869E+01  0.84991476E+00  0.46155017E+01  0.20538599E+09
  0.37133700E+00  0.30023104E+03  0.37443886E+01  0.86297321E+00  0.46073618E+01  0.20538599E+09
  0.37207671E+00  0.30261904E+03  0.37741710E+01  0.84195973E+00  0.46161308E+01  0.20538599E+09
  0.37281643E+00  0.29591905E+03  0.36906108E+01  0.81090388E+00  0.45015147E+01  0.20538599E+09
